,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接,城市,城区,商圈,小区名称,小区链接,每平米房价,经纪人品牌,上下楼便利性,地铁便利性
62,123,合租,红狮家园 3居室,2019-05-04,BJ2249094571483209728,https://ke-image.ljcdn.com/rent-user-avatar/cc3cc541-3381-46bb-abcd-8ce77dc6b2f4,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/42109c0b-0d8f-4947-9112-1624f2afe828.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/112277f5-3b13-4174-af52-b03652babd3d.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/ecc0154b-7efd-4e71-9835-eb5b3fc233ce.780x439.jpg""]",2500,"[""在线签约"", ""近地铁"", ""精装"", ""新上"", ""随时看房""]",3居室,28,西,,,360,1080,5,29,暂无数据,民电,随时入住,随时可看,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 41]]","[{""成交日期"":""2018-07-25"",""居室"":""1居室"",""面积"":""89㎡"",""租赁方式"":""合租"",""出租价格"":""2700元\/月""},{""成交日期"":""2018-02-03"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2730元\/月""},{""成交日期"":""2018-01-11"",""居室"":""1居室"",""面积"":""89㎡"",""租赁方式"":""合租"",""出租价格"":""2700元\/月""}]","1、房屋介绍：
室内装修精美，独立居住空间，采光好宽敞明亮。居家温馨，完全满足日常生活需求。
2、小区介绍：
红狮家园小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
周边租客都是都市青年，邻居素…",https://bj.zu.ke.com/zufang/BJ2249094571483209728.html?h=BJ2249094571483209728&t=default&click_position=22,北京,丰台,宋家庄,红狮家园,https://bj.zu.ke.com/zufang/c1111027375275/,89.29,,0,1
63,125,整租,宋庄路甲12号院 1室1厅,2019-05-05,BJ2249702929357340672,https://ke-image.ljcdn.com/rent-user-avatar/22cba1ce-7f33-4226-ab76-37fb728d9e71,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/4423022d-1403-4414-95f8-36239cbda5f0.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/bb34a243-c6e1-4d57-8cd9-1694865e8c49.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/a572b03b-f85a-459c-8364-b33cfe7077b8.780x439.jpg""]",4300,"[""在线签约"", ""近地铁"", ""精装"", ""新上"", ""随时看房""]",1室1厅1卫,56,南,,,330,360,3,6,暂无数据,民电,随时入住,随时可看,无,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 611], [""5号线"", ""刘家窑"", 1016]]","[{""成交日期"":""2019-03-02"",""居室"":""1室1厅1卫"",""面积"":""60㎡"",""租赁方式"":""整租"",""出租价格"":""4600元\/月""},{""成交日期"":""2019-01-20"",""居室"":""1室1厅1卫"",""面积"":""43㎡"",""租赁方式"":""整租"",""出租价格"":""4200元\/月""},{""成交日期"":""2018-11-26"",""居室"":""2室1厅1卫"",""面积"":""80㎡"",""租赁方式"":""整租"",""出租价格"":""5700元\/月""}]","房源描述
租客言，追求极简世界，过简单的生活，活成自己喜欢的样子
清晨，当一缕阳光透过窗户映进房间，我就很幸福。
不管昨天发生了什么，
那已经成为了曾经，
现在要过的是今天，
常常喜欢独自一人窝在沙发里，",https://bj.zu.ke.com/zufang/BJ2249702929357340672.html?h=BJ2249702929357340672&t=default&click_position=0,北京,丰台,宋家庄,宋庄路甲12号院,https://bj.zu.ke.com/zufang/c1111027379724/,76.79,,0,0
64,127,合租,顶秀金石家园 3居室,2019-03-23,BJ2218665816772321280,https://ke-image.ljcdn.com/rent-user-avatar/20f4ffc9-f0ec-4311-aa3d-5c32bff8ae91,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/28cf2ac0-cd73-4aa4-841e-4859dc6ffd6a.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/4f70266a-5188-4fe6-8198-a2129d268c97.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/f42e4fbc-e846-496e-9b6e-d4268720ec57.780x439.jpg""]",2450,"[""在线签约"", ""近地铁"", ""随时看房""]",3居室,20,南,,,1年,1年,9,26,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]",临近宋家庄地铁出行方便小区环境优美房屋南北通透采光好周边有大型的购物商场购物方便便捷小区物业服务好合租的都是正常上下班的比较爱干净希望找个爱干净的室友,https://bj.zu.ke.com/zufang/BJ2218665816772321280.html?h=BJ2218665816772321280&t=default&click_position=29,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,122.5,,0,0
65,129,合租,顶秀金颐家园 4居室,2019-04-08,BJ2230325631735046144,https://ke-image.ljcdn.com/rent-house-1/50e191bc20a397e496f8dd343dbca084.jpg,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/250a64be-85c2-415c-8f8c-4d33ff4cc0e1.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/7ddfbb0c-b9ed-42a6-92b0-4e79046d1743.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/2a33bf05-f11f-46de-831b-aa5570d22acc.780x439.jpg""]",2500,"[""公寓"", ""近地铁"", ""精装"", ""押一付一"", ""随时看房""]",4居室,25,南,,,1年,1年,1,27,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2230325631735046144.html?h=BJ2230325631735046144&t=default&click_position=23,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,100.0,嘉旭公寓 管家,0,0
66,131,合租,顶秀金石家园 3居室,2019-02-23,BJ2198351522986213376,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/4fe02692-c322-4228-816c-3cb42e5c6b6b.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/5d324342-5853-45cf-b21b-3a3c4e58f3bf.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/dd3745e6-48bb-4f65-becd-0840e7ebda13.780x439.jpg""]",1900,"[""在线签约"", ""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",3居室,15,北,,,7个月以上,7个月以上,8,26,免费使用,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]","1、房屋配置：空调 床 衣柜 桌子 椅子 热水器 冰箱 吸油烟机
2、小区介绍：宋家庄 高端小区 集中供暖 绿化好 安保好
3、交通状况： 顶秀金颐小区，交通方便。五号线，十号线，亦庄线三线交汇宋家庄站。公交车684路、524路、524路、17路、…",https://bj.zu.ke.com/zufang/BJ2198351522986213376.html?h=BJ2198351522986213376&t=default&click_position=22,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,126.67,,0,0
67,133,合租,天怡福园 3居室,2019-04-20,BJ2238964600316379136,https://ke-image.ljcdn.com/rent-user-avatar/bec47a97-6cd0-4f32-986e-03f189ba888e,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/030b1db4-ae6d-46bc-97f6-7dd50e4ef119.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/54c903cb-b60b-4fe9-a1ae-433833c82034.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/da3a01ec-cb93-40dc-a407-a3972fae6600.780x439.jpg""]",2400,"[""在线签约"", ""精装"", ""押一付一"", ""随时看房""]",3居室,29,南,,,6个月以上,6个月以上,8,21,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2017-05-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""1990元\/月""},{""成交日期"":""2017-05-13"",""居室"":""4居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""1660元\/月""},{""成交日期"":""2016-10-28"",""居室"":""4居室"",""面积"":""18㎡"",""租赁方式"":""合租"",""出租价格"":""1760元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
天怡福园小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
周边租客都是都市青年，邻居素质高，好相处。欢迎您来电！",https://bj.zu.ke.com/zufang/BJ2238964600316379136.html?h=BJ2238964600316379136&t=default&click_position=14,北京,丰台,宋家庄,天怡福园,https://bj.zu.ke.com/zufang/c1111047164496/,82.76,,0,0
68,135,整租,3G木兰 1室0厅,2019-05-03,BJ2248430779715551232,https://ke-image.ljcdn.com/rent-user-avatar/a82976c9-f89d-4b87-a243-77d0150bab4e,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/bf95e434-9a07-45bc-ac04-2c1066acd837.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/1907ef3a-7c2b-4b7b-83eb-36631bc10574.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/ebcb0cc8-88c6-4006-b6b8-04d7809f28b8.780x439.jpg""]",3600,"[""近地铁"", ""精装"", ""新上"", ""随时看房""]",1室0厅1卫,30,南,,,1年,1年,3,8,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,无,1,1,1,1,1,1,1,1,1,0,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 669]]","[{""成交日期"":""2016-06-25"",""居室"":""1室1厅1卫"",""面积"":""52㎡"",""租赁方式"":""整租"",""出租价格"":""3000元\/月""},{""成交日期"":""2016-06-21"",""居室"":""1室0厅1卫"",""面积"":""45㎡"",""租赁方式"":""整租"",""出租价格"":""3000元\/月""}]","1、房屋介绍：
室内装修精美，独立居住空间，采光好宽敞明亮。居家温馨，完全满足日常生活需求。
2、小区介绍：
3G木兰小区附近配套齐全，交通便利，出行娱乐都非常方便。
3、总结：
周边租客都是都市青年，邻居素质高，好相处…",https://bj.zu.ke.com/zufang/BJ2248430779715551232.html?h=BJ2248430779715551232&t=default&click_position=26,北京,丰台,宋家庄,3G木兰,https://bj.zu.ke.com/zufang/c1111027375561/,120.0,,0,0
69,137,未知,安静型小区，集中供暖，家具家电齐全，复式两层结构,2018-11-18,BJ2128183584115671040,https://ke-image.ljcdn.com/ehr-personnel/201808221433205252DXEZBGN.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/c482b940-6739-4c75-a869-6923aa572c05.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/cce446f4-a740-4abd-8d3d-727f8505feeb.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/110000-inspection/715e87bc-38eb-4140-9ec7-a18da48e412e.jpg.780x439.jpg""]",9500,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",3室2厅2卫,146,南 北,,,1年以内,1年以内,高楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 839], [""10号线"", ""成寿寺"", 895]]","[{""成交日期"":""2019-04-17"",""居室"":""3室1厅2卫"",""面积"":""123㎡"",""租赁方式"":""整租"",""出租价格"":""9500元\/月""},{""成交日期"":""2019-03-27"",""居室"":""1室1厅1卫"",""面积"":""60㎡"",""租赁方式"":""整租"",""出租价格"":""5500元\/月""},{""成交日期"":""2019-03-07"",""居室"":""1室0厅1卫"",""面积"":""46㎡"",""租赁方式"":""整租"",""出租价格"":""4700元\/月""}]","【房源亮点】 顶层大复式，客厅和卧室闹静分离，南北通透朝向，南向全天采光无遮挡，户型方正，大阳台，楼上楼下双卫生间，家具家电齐全
【装修描述】 实木家具，瓷砖地板和木质地板分离，墙面干净整洁，亮色装修，居住起来各个功能间方便舒适，精装修
【周边配套】 距离…",https://bj.zu.ke.com/zufang/BJ2128183584115671040.html?h=BJ2128183584115671040&t=default&click_position=16,北京,丰台,宋家庄,嘉和人家,https://bj.zu.ke.com/zufang/c1111027377170/,65.07,链家,0,0
70,139,整租,3G木兰 1室1厅,2019-02-11,BJ2189675525202001920,https://ke-image.ljcdn.com/rent-user-avatar/22cba1ce-7f33-4226-ab76-37fb728d9e71,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/3a4a34b3-8b3b-4136-9787-fdabf801f2c9.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/6033afae-7472-473f-bf52-f95c49c9e561.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/d59dcb4f-8a0f-442a-a7ef-f051dd93e542.780x439.jpg""]",4000,"[""在线签约"", ""近地铁"", ""精装"", ""集中供暖""]",1室1厅1卫,52,南,,,1年,1年,3,8,租用车位,暂无数据,随时入住,需提前预约,暂无数据,暂无数据,无,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 669]]","[{""成交日期"":""2016-06-25"",""居室"":""1室1厅1卫"",""面积"":""52㎡"",""租赁方式"":""整租"",""出租价格"":""3000元\/月""},{""成交日期"":""2016-06-21"",""居室"":""1室0厅1卫"",""面积"":""45㎡"",""租赁方式"":""整租"",""出租价格"":""3000元\/月""}]","1、小区位于宋家庄地铁东600米附近，交通非常方便，小区环境优美，可居住可办公，小区堪称公园式小区！
2、周边生活气息浓厚，有美廉美超市、青年餐厅、庄子企业、正华影城、麦当劳、肯德基、万科红写字楼等等，满足您的生活和工作需求！
3、房屋是正规的大开间，家具…",https://bj.zu.ke.com/zufang/BJ2189675525202001920.html?h=BJ2189675525202001920&t=default&click_position=29,北京,丰台,宋家庄,3G木兰,https://bj.zu.ke.com/zufang/c1111027375561/,76.92,,0,0
71,141,合租,顶秀金瑞家园 4居室,2019-04-29,BJ2245375850252353536,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/3b1719fd-80e8-4682-b97c-3af542376a82.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/73d159a9-e5d7-47e3-b0ff-deeb5efe75be.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/0757a4fc-056b-4c74-bb5b-c0305ef22f6e.780x439.jpg""]",2300,"[""在线签约"", ""精装"", ""随时看房""]",4居室,16,南,,,210,360,6,26,暂无数据,民电,随时入住,随时可看,有,民水,有,0,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]","1、房屋特色：该房子家具家电配置全齐，拎包入住，高档公寓水准，小区24小时保安巡逻。想租给有素质的单身男女！
2、交通信息：小区临近5号线10号线亦庄线宋家庄站，适合在国贸，北京周围上班的精英。
3、配套设施：周边有绿地中央广场、首开福茂商城、美廉美超市、…",https://bj.zu.ke.com/zufang/BJ2245375850252353536.html?h=BJ2245375850252353536&t=default&click_position=3,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,143.75,,0,0
72,143,合租,顶秀金瑞家园 3居室,2019-04-11,BJ2232425784357175296,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/3e19b5ae-c72b-4f65-8f70-996ed34d174f.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/8f949bfc-18a6-4844-8309-c1fc36cb3d06.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/f404b555-4a9f-4ec2-a931-4a95ba31f705.780x439.jpg""]",2300,"[""在线签约"", ""精装"", ""随时看房""]",3居室,28,南,,,1年,1年,7,21,暂无数据,商电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]",宋家庄地铁顶秀金瑞家园三家合租精装大主卧 紧邻地铁 拎包住 随时看房 采光好 购物方便,https://bj.zu.ke.com/zufang/BJ2232425784357175296.html?h=BJ2232425784357175296&t=default&click_position=15,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,82.14,,0,0
73,145,合租,顶秀金石家园 3居室,2019-04-12,BJ2233168710217515008,https://ke-image.ljcdn.com/rent-house-1/50e191bc20a397e496f8dd343dbca084.jpg,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/3a651059-3ff3-4ed0-8ad4-056be1b63048.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/f47c5f2f-f5a4-4de9-9ec8-3a3ada6891b7.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/9386a8e8-990c-4042-9008-cb2aeb6087cc.780x439.jpg""]",2650,"[""公寓"", ""近地铁"", ""精装"", ""独立阳台"", ""押一付一"", ""随时看房""]",3居室,28,南,,,1年,1年,4,26,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]","1:房屋配置 床 衣柜 沙发 电视 冰箱 洗衣机 热水器 宽带 暖气 。
2:地理位置优越，周边繁华但不喧嚣 小区对面就是河边。
3:空气对流新鲜，易于身心健康！全明格局，采光好，楼层高，阳光充足。
4:小区绿化特好，可以说是环…",https://bj.zu.ke.com/zufang/BJ2233168710217515008.html?h=BJ2233168710217515008&t=default&click_position=3,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,94.64,嘉旭公寓 管家,0,0
74,147,合租,红狮家园 4居室,2019-03-10,BJ2209309712099581952,https://ke-image.ljcdn.com/rent-user-avatar/22cba1ce-7f33-4226-ab76-37fb728d9e71,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/303bb4f2-fdae-4c10-ad3c-d6d6c4521088.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/4d09a8c2-1560-4660-9106-73a5eb8c9123.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/f2be80d7-be2f-4265-b232-3e494dc47951.780x439.jpg""]",2200,"[""在线签约"", ""近地铁"", ""精装""]",4居室,17,北,,,300,360,29,29,租用车位,民电,随时入住,需提前预约,有,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 41]]","[{""成交日期"":""2018-07-25"",""居室"":""1居室"",""面积"":""89㎡"",""租赁方式"":""合租"",""出租价格"":""2700元\/月""},{""成交日期"":""2018-02-03"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2730元\/月""},{""成交日期"":""2018-01-11"",""居室"":""1居室"",""面积"":""89㎡"",""租赁方式"":""合租"",""出租价格"":""2700元\/月""}]","1、小区位于宋家庄地铁A口楼上，基本上就是跳楼就是地铁，交通非常方便，周边设施齐全，小区环境优美，堪称公园式小区！
2、出租的是一个温馨单间，带空调，房间温馨干净，入住人数少!
3、房间照片真实，可以随时看房！",https://bj.zu.ke.com/zufang/BJ2209309712099581952.html?h=BJ2209309712099581952&t=default&click_position=12,北京,丰台,宋家庄,红狮家园,https://bj.zu.ke.com/zufang/c1111027375275/,129.41,,0,1
