,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接,城市,城区,商圈,小区名称,小区链接,每平米房价,经纪人品牌,上下楼便利性,地铁便利性
53,105,未知,新源街 2室1厅 9300元,2019-03-26,BJ2221047920802152448,https://ke-image.ljcdn.com/ehr-personnel/201808231006036748CSV6ZKV.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/a1e501c5-a293-473c-85f4-43f27d0a71c0.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/4d69af51-b388-498a-b6ff-39dd953e61f8.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/bee24e66-d129-400c-8b89-20c449cdedcc.jpg.780x439.jpg""]",9300,"[""集中供暖"", ""随时看房""]",2室1厅1卫,58,南 北,,,暂无数据,暂无数据,低楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""10号线"", ""亮马桥"", 878], [""机场线,10号线"", ""三元桥"", 1154]]","[{""成交日期"":""2019-01-15"",""居室"":""2室1厅1卫"",""面积"":""58㎡"",""租赁方式"":""整租"",""出租价格"":""8000元\/月""},{""成交日期"":""2019-01-03"",""居室"":""2室1厅1卫"",""面积"":""97㎡"",""租赁方式"":""整租"",""出租价格"":""8000元\/月""},{""成交日期"":""2019-01-02"",""居室"":""1室1厅1卫"",""面积"":""36㎡"",""租赁方式"":""整租"",""出租价格"":""5100元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2221047920802152448.html,北京,朝阳,三元桥,新源街,https://bj.zu.ke.com/zufang/c1111027381357/,160.34,链家,0,0
54,107,整租,金星园 精装三居 拎包入住 空间大 朝向好,2019-03-27,BJ2221774451270762496,https://ke-image.ljcdn.com/ehr-personnel/20180822195329675P55DCXL0.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/9e1fa649-8f72-4ae8-90df-15bea95116b9.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/d8bcde4d-d040-44e6-b112-abdd623b429d.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/6d8e1019-e47a-4e83-996e-e644ca1c2c35.jpg.780x439.jpg""]",17000,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间""]",3室2厅2卫,148,南 西南,,,3年以上,3年以上,低楼层,22,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""机场线,10号线"", ""三元桥"", 832], [""10号线"", ""太阳宫"", 842]]","[{""成交日期"":""2019-04-11"",""居室"":""1室1厅1卫"",""面积"":""44㎡"",""租赁方式"":""整租"",""出租价格"":""7300元\/月""},{""成交日期"":""2019-03-27"",""居室"":""3室1厅1卫"",""面积"":""115㎡"",""租赁方式"":""整租"",""出租价格"":""12500元\/月""},{""成交日期"":""2019-03-23"",""居室"":""4室2厅2卫"",""面积"":""174㎡"",""租赁方式"":""整租"",""出租价格"":""21000元\/月""}]","【交通出行】 小区交通便利，向南走可到三元桥地铁站，向北走可到太阳宫地铁站，西邻太阳宫南街，东邻太阳宫北街，既不堵车道路又宽，上班出差都方便。
【周边配套】 小区周边配套完善，出小区向东有比如世界商场，向东北走就是太阳宫公园，环境美丽怡人，向南走就是凤凰汇
…",https://bj.zu.ke.com/zufang/BJ2221774451270762496.html,北京,朝阳,三元桥,金星园,https://bj.zu.ke.com/zufang/c1111027377484/,114.86,链家,0,0
55,109,整租,精装南北通透两居室 不临街 采光充足 家电齐全,2019-04-04,BJ2223928039484964864,https://ke-image.ljcdn.com/ehr-personnel/201904111029161851UPZAFIW.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/233087c9-868e-4575-afad-7287d95758ae.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/c999506e-38af-46fe-ba28-37c7ba1e1fe1.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/78404c5f-f4d4-4ce5-96fd-048cbdafadb7.jpg.780x439.jpg""]",14000,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间""]",2室1厅2卫,125,南 北,,,1年以内,1年以内,低楼层,28,暂无数据,民电,随时入住,暂无数据,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""太阳宫"", 434]]","[{""成交日期"":""2019-04-14"",""居室"":""2室1厅1卫"",""面积"":""89㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-04-14"",""居室"":""1室0厅1卫"",""面积"":""55㎡"",""租赁方式"":""整租"",""出租价格"":""7000元\/月""},{""成交日期"":""2019-04-13"",""居室"":""3室2厅2卫"",""面积"":""139㎡"",""租赁方式"":""整租"",""出租价格"":""16500元\/月""}]","【房源亮点】 1.此房南北通透，两个卧室朝南 ，客厅朝北把西边窗户 ，南北通透，冬暖夏凉，在小区中间，安静而且惬意。
2.装修保持的不错，家具家电齐全。

【交通出行】 周边有10号线太阳宫地铁站，南门和西门有多个公交站点，开车不到1公里就能…",https://bj.zu.ke.com/zufang/BJ2223928039484964864.html,北京,朝阳,三元桥,UHN国际村,https://bj.zu.ke.com/zufang/c1111027380148/,112.0,链家,0,0
56,111,未知,裘马都 西向1居室 明卫 精装修 家具家电齐全,2019-03-31,BJ2224537151192965120,https://ke-image.ljcdn.com/ehr-personnel/20180822174324429S3C7ENSR.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-cfe629a3-eda8-4d2a-9350-477ab8c3f624.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918""]",12000,"[""近地铁"", ""集中供暖""]",1室1厅1卫,75,西,,,暂无数据,暂无数据,低楼层,21,暂无数据,民电,随时入住,暂无数据,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 712]]","[{""成交日期"":""2019-04-01"",""居室"":""1室1厅1卫"",""面积"":""75㎡"",""租赁方式"":""整租"",""出租价格"":""14000元\/月""},{""成交日期"":""2019-03-27"",""居室"":""4室3厅4卫"",""面积"":""295㎡"",""租赁方式"":""整租"",""出租价格"":""35000元\/月""},{""成交日期"":""2019-03-27"",""居室"":""1室1厅1卫"",""面积"":""77㎡"",""租赁方式"":""整租"",""出租价格"":""12800元\/月""}]","【装修描述】 房子是当时开发商精装修交房，保持的非常好，家具家电配置齐全。
【交通出行】 地处三环到四环之间，京承和京密两条高速公路，形成网状的交通路线；临地铁10号线三元桥站；三元桥站是机场快轨首站，出行便捷，有通往各方向的公交。
【出租原因】 业主长期…",https://bj.zu.ke.com/zufang/BJ2224537151192965120.html,北京,朝阳,三元桥,裘马都,https://bj.zu.ke.com/zufang/c1111027378867/,160.0,链家,0,0
57,113,未知,一期精装两居室，拎包入住，价格能谈,2019-04-13,BJ2230154124312723456,https://ke-image.ljcdn.com/ehr-personnel/20180822174324429S3C7ENSR.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/440465f8-2f4f-444e-8883-3d783d45a879.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/ce0eb3f4-2563-4e04-a561-73336bc06d6d.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/9e492721-68da-4663-ba4f-bc424f04aaae.jpg.780x439.jpg""]",14000,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",2室1厅2卫,107,西 北,,,暂无数据,暂无数据,中楼层,34,暂无数据,民电,2019-04-30,暂无数据,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 469]]","[{""成交日期"":""2019-04-09"",""居室"":""3室1厅2卫"",""面积"":""186㎡"",""租赁方式"":""整租"",""出租价格"":""13000元\/月""},{""成交日期"":""2019-03-25"",""居室"":""1室1厅1卫"",""面积"":""77㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-03-15"",""居室"":""2室1厅1卫"",""面积"":""104㎡"",""租赁方式"":""整租"",""出租价格"":""13000元\/月""}]","【房源亮点】 房子精装修，拎包入住。价格能聊，在凤凰城这个小区来说已经很便宜了。
【交通出行】 凤凰城临近三环，紧挨京密路、机场高速，小区距离三元桥地铁站步行仅300米，交通十分方便
【周边配套】 小区配套非常好，有一条自持的商业街，其中餐饮，超市，屈臣氏…",https://bj.zu.ke.com/zufang/BJ2230154124312723456.html,北京,朝阳,三元桥,凤凰城一期,https://bj.zu.ke.com/zufang/c1114892038369985/,130.84,链家,0,0
58,115,整租,时间国际 1室1厅 11500元,2019-04-13,BJ2233221514642063360,https://ke-image.ljcdn.com/ehr-personnel/20180824095823847GCO1TN3I.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/c5e431f2-d268-4f1b-bd7b-17297167e013.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/6d0790fe-6de9-42d6-b423-a91ccae48d51.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/3ad48ed2-1b3b-4376-872a-2737fb3977cf.jpg.780x439.jpg""]",11500,"[""近地铁"", ""精装"", ""集中供暖"", ""新上""]",1室1厅1卫,74,西北,,,720,1080,中楼层,12,暂无数据,民电,2019-04-30,需提前预约,有,民水,有,0,0,0,1,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 606]]","[{""成交日期"":""2019-04-05"",""居室"":""1室1厅1卫"",""面积"":""73㎡"",""租赁方式"":""整租"",""出租价格"":""10750元\/月""},{""成交日期"":""2019-02-13"",""居室"":""2室2厅1卫"",""面积"":""101㎡"",""租赁方式"":""整租"",""出租价格"":""12800元\/月""},{""成交日期"":""2019-01-03"",""居室"":""1室1厅1卫"",""面积"":""74㎡"",""租赁方式"":""整租"",""出租价格"":""11000元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2233221514642063360.html,北京,朝阳,三元桥,时间国际,https://bj.zu.ke.com/zufang/c1111027379340/,155.41,链家,0,0
59,117,未知,星源汇 1室1厅 17000元,2019-04-14,BJ2233792503533289472,https://ke-image.ljcdn.com/ehr-personnel/20180822120039152IGWWUUIC.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/6c7d4ed1-d17e-41f9-ad51-ad73fb12a03f.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/c48d3f48-dc69-43b2-ba65-9e4a6c2abe98.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/30681e55-69c9-468e-a48e-b8d1928aa1e6.jpg.780x439.jpg""]",17000,"[""近地铁"", ""集中供暖"", ""新上""]",1室1厅1卫,74,东,,,暂无数据,暂无数据,低楼层,18,暂无数据,民电,2019-05-01,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""10号线"", ""亮马桥"", 642]]","[{""成交日期"":""2019-04-08"",""居室"":""1室1厅1卫"",""面积"":""81㎡"",""租赁方式"":""整租"",""出租价格"":""16000元\/月""},{""成交日期"":""2019-04-03"",""居室"":""1室1厅1卫"",""面积"":""84㎡"",""租赁方式"":""整租"",""出租价格"":""17000元\/月""},{""成交日期"":""2019-04-03"",""居室"":""1室1厅1卫"",""面积"":""73㎡"",""租赁方式"":""整租"",""出租价格"":""16500元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2233792503533289472.html,北京,朝阳,三元桥,星源汇,https://bj.zu.ke.com/zufang/c1111027381353/,229.73,链家,0,0
60,119,整租,时间国际 2室1厅 14000元,2019-04-15,BJ2235203888372252672,https://ke-image.ljcdn.com/ehr-personnel/20180824190228932I9G8IKHP.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/b98f72f0-e6a5-427b-964c-59e667155de4.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918""]",14000,"[""近地铁"", ""精装"", ""集中供暖"", ""新上""]",2室1厅1卫,101,东南,,,360,720,低楼层,12,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 606]]","[{""成交日期"":""2019-04-05"",""居室"":""1室1厅1卫"",""面积"":""73㎡"",""租赁方式"":""整租"",""出租价格"":""10750元\/月""},{""成交日期"":""2019-02-13"",""居室"":""2室2厅1卫"",""面积"":""101㎡"",""租赁方式"":""整租"",""出租价格"":""12800元\/月""},{""成交日期"":""2019-01-03"",""居室"":""1室1厅1卫"",""面积"":""74㎡"",""租赁方式"":""整租"",""出租价格"":""11000元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2235203888372252672.html,北京,朝阳,三元桥,时间国际,https://bj.zu.ke.com/zufang/c1111027379340/,138.61,链家,0,0
61,121,未知,星源汇 1室1厅 17000元,2019-04-16,BJ2236232813772800000,https://ke-image.ljcdn.com/ehr-personnel/20180822120039152IGWWUUIC.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/06730a53-95b0-4007-8939-ce0e7b4794b4.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/1b5811db-911a-4638-8f78-7915bf2dd73c.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/812ef77e-ec41-4729-8acf-56dfe300f9ce.jpg.780x439.jpg""]",17000,"[""近地铁"", ""集中供暖"", ""新上""]",1室1厅1卫,77,西,,,暂无数据,暂无数据,低楼层,18,暂无数据,民电,2019-04-19,暂无数据,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""10号线"", ""亮马桥"", 642]]","[{""成交日期"":""2019-04-08"",""居室"":""1室1厅1卫"",""面积"":""81㎡"",""租赁方式"":""整租"",""出租价格"":""16000元\/月""},{""成交日期"":""2019-04-03"",""居室"":""1室1厅1卫"",""面积"":""84㎡"",""租赁方式"":""整租"",""出租价格"":""17000元\/月""},{""成交日期"":""2019-04-03"",""居室"":""1室1厅1卫"",""面积"":""73㎡"",""租赁方式"":""整租"",""出租价格"":""16500元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2236232813772800000.html,北京,朝阳,三元桥,星源汇,https://bj.zu.ke.com/zufang/c1111027381353/,220.78,链家,0,0
62,123,整租,UHN国际村 2室1厅 14000元,2019-04-17,BJ2236857204970373120,https://ke-image.ljcdn.com/ehr-personnel/20180824105157931MGXUIVZZ.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/d75acd75-853a-4c6e-bf2a-f0b22f9fbb3e.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/db0ebc2a-b90d-494f-a7ad-656ec472f9e3.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/ba4e4dbc-2dd4-4746-9a18-4d5091b9bee5.jpg.780x439.jpg""]",14000,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间"", ""新上""]",2室1厅2卫,125,南 北,,,3年以上,3年以上,中楼层,28,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""太阳宫"", 434]]","[{""成交日期"":""2019-04-14"",""居室"":""2室1厅1卫"",""面积"":""89㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-04-14"",""居室"":""1室0厅1卫"",""面积"":""55㎡"",""租赁方式"":""整租"",""出租价格"":""7000元\/月""},{""成交日期"":""2019-04-13"",""居室"":""3室2厅2卫"",""面积"":""139㎡"",""租赁方式"":""整租"",""出租价格"":""16500元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2236857204970373120.html,北京,朝阳,三元桥,UHN国际村,https://bj.zu.ke.com/zufang/c1111027380148/,112.0,链家,0,0
63,125,整租,三源里南小街 2室1厅 7100元,2018-10-24,BJ2110111518103175168,https://ke-image.ljcdn.com/ehr-personnel/2018082217422837486ZRBDYS.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/5a4397ca-499f-4152-9fcd-93cd9c438fbc.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918""]",7100,"[""近地铁"", ""精装"", ""集中供暖""]",2室1厅1卫,56,东南,,,360,720,高楼层,6,免费使用,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,0,1,1,"[[""机场线,10号线"", ""三元桥"", 717], [""10号线"", ""亮马桥"", 719]]","[{""成交日期"":""2019-03-18"",""居室"":""2室1厅1卫"",""面积"":""61㎡"",""租赁方式"":""整租"",""出租价格"":""7500元\/月""},{""成交日期"":""2018-12-29"",""居室"":""2室1厅1卫"",""面积"":""61㎡"",""租赁方式"":""整租"",""出租价格"":""7735元\/月""},{""成交日期"":""2018-12-27"",""居室"":""1室1厅1卫"",""面积"":""37㎡"",""租赁方式"":""整租"",""出租价格"":""5800元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2110111518103175168.html,北京,朝阳,三元桥,三源里南小街,https://bj.zu.ke.com/zufang/c1111027379671/,126.79,链家,0,0
64,127,整租,新源街 2室1厅 7300元,2018-11-22,BJ2131113376947388416,https://ke-image.ljcdn.com/ehr-personnel/20180822181121106FWVXZTWZ.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/5520b08b-312e-47af-949e-f311ce811dc2.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/f0656802-93b5-42da-8191-c034877875ab.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/6c1d12ec-5479-48cc-befc-21c86bbab69e.jpg.780x439.jpg""]",7300,"[""近地铁"", ""精装"", ""集中供暖""]",2室1厅1卫,51,东南,,,360,720,高楼层,6,暂无数据,民电,随时入住,暂无数据,无,民水,有,0,1,1,1,1,1,1,0,1,1,"[[""10号线"", ""亮马桥"", 878], [""机场线,10号线"", ""三元桥"", 1154]]","[{""成交日期"":""2019-01-15"",""居室"":""2室1厅1卫"",""面积"":""58㎡"",""租赁方式"":""整租"",""出租价格"":""8000元\/月""},{""成交日期"":""2019-01-03"",""居室"":""2室1厅1卫"",""面积"":""97㎡"",""租赁方式"":""整租"",""出租价格"":""8000元\/月""},{""成交日期"":""2019-01-02"",""居室"":""1室1厅1卫"",""面积"":""36㎡"",""租赁方式"":""整租"",""出租价格"":""5100元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2131113376947388416.html,北京,朝阳,三元桥,新源街,https://bj.zu.ke.com/zufang/c1111027381357/,143.14,链家,0,0
65,129,整租,凤凰城一期南北三居，空房出租，有钥匙,2019-01-09,BJ2165890965116551168,https://ke-image.ljcdn.com/ehr-personnel/20180824190227632SJYBYWHQ.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-587651a6-f8b0-4b68-bf44-15906af9161a.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/prod-ccb696ad-5189-4b54-8b2e-af87ae5ad278.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/prod-5d017ff6-7eea-4145-b41e-ecf2e9bbc4d6.jpg.780x439.jpg""]",20000,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间"", ""随时看房""]",3室2厅2卫,193,南 北,,,360,720,中楼层,34,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,1,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 469]]","[{""成交日期"":""2019-04-09"",""居室"":""3室1厅2卫"",""面积"":""186㎡"",""租赁方式"":""整租"",""出租价格"":""13000元\/月""},{""成交日期"":""2019-03-25"",""居室"":""1室1厅1卫"",""面积"":""77㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-03-15"",""居室"":""2室1厅1卫"",""面积"":""104㎡"",""租赁方式"":""整租"",""出租价格"":""13000元\/月""}]","【房源亮点】 此房位于凤凰城一期，是少见的三居户型，餐客分离，可做四居，南北无遮挡，采光、视野都不错
【户型介绍】 此房是南北通透三居室，大三居，可以改四居，主卧客厅朝南，两个次卧和餐厅、厨房朝北，形成很好的空气对流，自然通风效果。
【装修描述】 此房是南…",https://bj.zu.ke.com/zufang/BJ2165890965116551168.html,北京,朝阳,三元桥,凤凰城一期,https://bj.zu.ke.com/zufang/c1114892038369985/,103.63,链家,0,0
