,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接,城市,城区,商圈,小区名称,小区链接,每平米房价,经纪人品牌,上下楼便利性,地铁便利性
39,77,整租,国贸双井富力城A区高层精装一居室，明厨明卫,2019-04-24,BJ2242040872822636544,https://ke-image.ljcdn.com/ehr-personnel/20180824161613373CCKUHUGG.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/8fd9932a-eb55-4d42-b267-8908ae7fff66.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/f68943ac-b399-4c26-a5cf-af2d2e5c7a8e.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/5d8b5e55-cd4f-4ec9-8c1d-bd1809b7e50f.jpg.780x439.jpg""]",11200,"[""近地铁"", ""精装"", ""集中供暖""]",1室1厅1卫,67,西北,,,360,720,高楼层,28,暂无数据,民电,2019-05-30,暂无数据,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 22], [""7号线"", ""广渠门外"", 793], [""10号线"", ""劲松"", 1119]]","[{""成交日期"":""2019-04-28"",""居室"":""2室1厅2卫"",""面积"":""94㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-04-26"",""居室"":""2室1厅2卫"",""面积"":""99㎡"",""租赁方式"":""整租"",""出租价格"":""12500元\/月""},{""成交日期"":""2019-04-26"",""居室"":""1室0厅1卫"",""面积"":""60㎡"",""租赁方式"":""整租"",""出租价格"":""9000元\/月""}]","【房源亮点】 房子是富力城西向的一居室，客厅带阳台，采光充足，楼层高无遮挡，房间布置温馨，居住舒适。
【装修描述】 本房之前是我客户租的，布置温馨，家具家电齐全，可拎包入住，本房墙壁二次粉刷过，保养好！
【交通出行】 小区外就是地铁十号线双井站，距地铁七号…",https://bj.zu.ke.com/zufang/BJ2242040872822636544.html?h=BJ2242040872822636544&t=default&click_position=14,北京,朝阳,双井,富力城A区,https://bj.zu.ke.com/zufang/c1111027374272/,167.16,链家,0,1
40,79,整租,苹果社区南区 1室1厅 9000元,2019-05-01,BJ2247094034889703424,https://ke-image.ljcdn.com/ehr-personnel/201808291119302292G35SXXG.png,,,,"[""https://ke-image.ljcdn.com/110000-inspection/a942fd48-6772-4887-9591-e9cec0b6eeea.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/f3d46e77-db3e-4bcb-83af-32aadd7e3bb2.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/df5d25cb-6e52-496a-9716-65de5e2ae3f4.jpg.780x439.jpg""]",9000,"[""近地铁"", ""精装"", ""集中供暖"", ""新上""]",1室1厅1卫,60,北,,,360,720,高楼层,21,暂无数据,民电,2019-06-01,暂无数据,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 817], [""7号线,14号线东段"", ""九龙山"", 980]]","[{""成交日期"":""2019-05-04"",""居室"":""1室1厅1卫"",""面积"":""72㎡"",""租赁方式"":""整租"",""出租价格"":""8800元\/月""},{""成交日期"":""2019-04-29"",""居室"":""1室1厅1卫"",""面积"":""72㎡"",""租赁方式"":""整租"",""出租价格"":""8800元\/月""},{""成交日期"":""2019-04-28"",""居室"":""2室1厅2卫"",""面积"":""108㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2247094034889703424.html?h=BJ2247094034889703424&t=default&click_position=15,北京,朝阳,双井,苹果社区南区,https://bj.zu.ke.com/zufang/c1111027378713/,150.0,链家,0,0
41,81,整租,时代国际嘉园 1室1厅,2019-04-15,BJ2235247346730942464,https://ke-image.ljcdn.com/rent-user-avatar/052fd24e-ae73-4bb4-9e1b-802d885c10b5,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/2e01f325-520b-4e4f-ba63-ffc43db6d935.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/4e74a712-34fd-4aae-8478-d6948ba07540.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/ea98c6fe-94ec-42bc-b982-69fc1be351eb.780x439.jpg""]",6150,"[""在线签约"", ""近地铁"", ""精装"", ""随时看房""]",1室1厅1卫,47,北,,,1年,1年,6,19,暂无数据,民电,随时入住,随时可看,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 303], [""7号线,14号线东段"", ""九龙山"", 992]]","[{""成交日期"":""2019-04-29"",""居室"":""1室0厅1卫"",""面积"":""34㎡"",""租赁方式"":""整租"",""出租价格"":""6200元\/月""},{""成交日期"":""2019-04-29"",""居室"":""1室0厅1卫"",""面积"":""41㎡"",""租赁方式"":""整租"",""出租价格"":""6000元\/月""},{""成交日期"":""2019-04-24"",""居室"":""1室0厅1卫"",""面积"":""41㎡"",""租赁方式"":""整租"",""出租价格"":""6500元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
时代国际嘉园小区环境优美，绿化好。治安安全有保障。小区周边配套成熟。
3、总结：
周边租客都是都市青年，邻居素质高，好相处。欢迎您来电！…",https://bj.zu.ke.com/zufang/BJ2235247346730942464.html?h=BJ2235247346730942464&t=default&click_position=4,北京,朝阳,双井,时代国际嘉园,https://bj.zu.ke.com/zufang/c1111027379153/,130.85,,0,0
42,83,整租,富力城D区 东北一居室 装修好 拎包入住,2019-04-19,BJ2238229920180879360,https://ke-image.ljcdn.com/ehr-personnel/20180822211332672DTZMD54A.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-050b8100-9887-4c3f-a483-be613b7a7ed9.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/prod-1d436dc0-ec4f-449d-85a9-71a700f2af08.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/prod-d8fae1ae-68fb-4bf7-b9ad-4187d43106ce.jpg.780x439.jpg""]",18000,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,93,东 北,,,3年以上,3年以上,高楼层,26,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""7号线"", ""广渠门外"", 118], [""10号线"", ""双井"", 492]]","[{""成交日期"":""2019-05-04"",""居室"":""2室1厅2卫"",""面积"":""111㎡"",""租赁方式"":""整租"",""出租价格"":""15000元\/月""},{""成交日期"":""2019-04-28"",""居室"":""3室1厅2卫"",""面积"":""141㎡"",""租赁方式"":""整租"",""出租价格"":""17500元\/月""},{""成交日期"":""2019-04-22"",""居室"":""2室1厅2卫"",""面积"":""104㎡"",""租赁方式"":""整租"",""出租价格"":""16000元\/月""}]","【房源亮点】 这个房子装修好多年了。家具家电来自日本，德国多个国家。装修风格是美式的，床品三件套，音响，沙发，靠椅，每一处细节都是业主自己亲自设计。阿姨每周过来保洁，房子保持的很干净。
【户型介绍】 东北向一居，客厅朝北，能看到国贸的风景，夜景比较漂亮，天气好可以看到…",https://bj.zu.ke.com/zufang/BJ2238229920180879360.html?h=BJ2238229920180879360&t=default&click_position=7,北京,朝阳,双井,富力城D区,https://bj.zu.ke.com/zufang/c1111027374275/,193.55,链家,0,1
43,85,整租,双井富力城D区南向一居室 一层带花园 正对小区花园,2019-03-19,BJ2215949330169470976,https://ke-image.ljcdn.com/ehr-personnel/2018082219263340500Z39AVJ.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/328b7776-5b6c-4269-adba-5f904300f9b0.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/42cdd7ac-e9dd-4235-9ef7-c2f9a6a7aa86.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/e199b54f-5ccb-4111-bd36-ce003843981d.jpg.780x439.jpg""]",12000,"[""近地铁"", ""精装"", ""集中供暖""]",1室1厅1卫,76,南,,,3年以上,3年以上,低楼层,10,暂无数据,民电,随时入住,暂无数据,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""7号线"", ""广渠门外"", 118], [""10号线"", ""双井"", 492]]","[{""成交日期"":""2019-05-04"",""居室"":""2室1厅2卫"",""面积"":""111㎡"",""租赁方式"":""整租"",""出租价格"":""15000元\/月""},{""成交日期"":""2019-04-28"",""居室"":""3室1厅2卫"",""面积"":""141㎡"",""租赁方式"":""整租"",""出租价格"":""17500元\/月""},{""成交日期"":""2019-04-22"",""居室"":""2室1厅2卫"",""面积"":""104㎡"",""租赁方式"":""整租"",""出租价格"":""16000元\/月""}]","【房源亮点】 此房是富力城少有的不临街的南向一居室，并且带有花园，花园前面就是小区园林，此房与前面的楼间距在100米以外，所以不会影响采光，层高比正常的房子要高半米左右，居住不压抑。
【装修描述】 此房是富力城少有的不临街的南向一居室，并且带有花园，花园前面就是小区园…",https://bj.zu.ke.com/zufang/BJ2215949330169470976.html?h=BJ2215949330169470976&t=default&click_position=14,北京,朝阳,双井,富力城D区,https://bj.zu.ke.com/zufang/c1111027374275/,157.89,链家,0,1
44,87,整租,苹果社区南区 1室1厅 8800元,2019-05-05,BJ2249851171084967936,https://ke-image.ljcdn.com/ehr-personnel/20180822193336050XBFKT1YD.png,,,,"[""https://ke-image.ljcdn.com/110000-inspection/bbe00f1a-2563-4e93-89c1-0f59ecf671b3.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/d968ff11-2244-49c6-91f2-04ac740a77fc.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/50334365-defb-49e3-97fc-ffa42536c07a.jpg.780x439.jpg""]",8800,"[""近地铁"", ""精装"", ""集中供暖"", ""新上"", ""随时看房""]",1室1厅1卫,61,北,,,360,720,中楼层,22,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 817], [""7号线,14号线东段"", ""九龙山"", 980]]","[{""成交日期"":""2019-05-04"",""居室"":""1室1厅1卫"",""面积"":""72㎡"",""租赁方式"":""整租"",""出租价格"":""8800元\/月""},{""成交日期"":""2019-04-29"",""居室"":""1室1厅1卫"",""面积"":""72㎡"",""租赁方式"":""整租"",""出租价格"":""8800元\/月""},{""成交日期"":""2019-04-28"",""居室"":""2室1厅2卫"",""面积"":""108㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2249851171084967936.html?h=BJ2249851171084967936&t=default&click_position=14,北京,朝阳,双井,苹果社区南区,https://bj.zu.ke.com/zufang/c1111027378713/,144.26,链家,0,0
45,89,整租,苹果社区北区，免中介费，可办公可居家，看房方便,2019-05-02,BJ2247673259011350528,https://ke-image.ljcdn.com/ehr-personnel/20180823114422892AFI3YNHQ.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/1e9a6cd7-53fc-4655-8a54-92a42d6fe962.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/ea606586-4ca6-4809-929f-a45e7b81cfb8.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/b503b8ca-a877-428c-a059-818926507b88.jpg.780x439.jpg""]",7800,"[""精装"", ""集中供暖"", ""新上""]",1室1厅1卫,67,南,,,720,1080,低楼层,21,暂无数据,民电,2019-05-28,需提前预约,有,民水,有,0,1,1,1,0,0,1,0,0,0,"[[""10号线"", ""双井"", 819], [""7号线,14号线东段"", ""九龙山"", 983]]","[{""成交日期"":""2019-05-03"",""居室"":""3室1厅1卫"",""面积"":""135㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-05-01"",""居室"":""1室0厅1卫"",""面积"":""59㎡"",""租赁方式"":""整租"",""出租价格"":""7000元\/月""},{""成交日期"":""2019-04-29"",""居室"":""2室1厅1卫"",""面积"":""77㎡"",""租赁方式"":""整租"",""出租价格"":""8500元\/月""}]","【房源亮点】 这个房子可以办公可以居家，居家的话业主可以配家具，看房的话提前约一般工作日都方便，业主这边承担中介费，在北京随时可以签约
【户型介绍】 此房是67平的南向开间，开放式厨房，独立的卫生间，小区有24小时市政热水，生活方便
【交通出行】 小区西面…",https://bj.zu.ke.com/zufang/BJ2247673259011350528.html?h=BJ2247673259011350528&t=default&click_position=16,北京,朝阳,双井,苹果社区北区,https://bj.zu.ke.com/zufang/c1111099581268/,116.42,链家,0,0
46,91,整租,富力城A区 1室1厅,2019-04-07,BJ2229690638226964480,https://ke-image.ljcdn.com/rent-house-1/89369ca6bfac0fd2f7be657e420f34eb.jpg,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/4638e4e8-2204-4b3c-b1ed-a432a6016d4d.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/a3ea2abf-9107-4263-b4c6-8035c67e5c05.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/61e4206c-f44e-4616-8200-7775a5090445.780x439.jpg""]",9800,"[""公寓"", ""近地铁"", ""精装""]",1室1厅1卫,65,东,,,1年,1年,30,30,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,0,1,1,0,1,1,"[[""10号线"", ""双井"", 22], [""7号线"", ""广渠门外"", 793], [""10号线"", ""劲松"", 1119]]","[{""成交日期"":""2019-04-28"",""居室"":""2室1厅2卫"",""面积"":""94㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-04-26"",""居室"":""2室1厅2卫"",""面积"":""99㎡"",""租赁方式"":""整租"",""出租价格"":""12500元\/月""},{""成交日期"":""2019-04-26"",""居室"":""1室0厅1卫"",""面积"":""60㎡"",""租赁方式"":""整租"",""出租价格"":""9000元\/月""}]","1、房屋介绍：
室内装修安全，房屋干净整洁，空间大，格局合理，洗澡做饭都可以，非常适合居家居住。
2、小区介绍：
富力城A区小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
房屋照片均是实景拍摄，…",https://bj.zu.ke.com/zufang/BJ2229690638226964480.html?h=BJ2229690638226964480&t=default&click_position=29,北京,朝阳,双井,富力城A区,https://bj.zu.ke.com/zufang/c1111027374272/,150.77,京泰友家 管家,0,1
47,93,整租,苹果社区南区 精装一居室 正观花园 随时起租,2019-04-12,BJ2233203942723436544,https://ke-image.ljcdn.com/ehr-personnel/201808231000394651F7RM2TJ.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/2e315830-cf02-4cd5-8324-17485000e665.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/c22e7f79-d902-4574-8666-23c88a24b6e7.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/9e8ce2ae-86f5-4e0e-97a7-110ef8419968.jpg.780x439.jpg""]",8300,"[""近地铁"", ""集中供暖"", ""随时看房""]",1室1厅1卫,60,北,,,720,1080,低楼层,23,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,0,1,1,0,1,1,"[[""10号线"", ""双井"", 817], [""7号线,14号线东段"", ""九龙山"", 980]]","[{""成交日期"":""2019-05-04"",""居室"":""1室1厅1卫"",""面积"":""72㎡"",""租赁方式"":""整租"",""出租价格"":""8800元\/月""},{""成交日期"":""2019-04-29"",""居室"":""1室1厅1卫"",""面积"":""72㎡"",""租赁方式"":""整租"",""出租价格"":""8800元\/月""},{""成交日期"":""2019-04-28"",""居室"":""2室1厅2卫"",""面积"":""108㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""}]",【交通出行】 小区距离【国贸商城】1.8公里（数据出自高德地图）；距地铁10号线【双井站】1.2公里（数据出自高德地图），距地铁7号线和14号线【九龙山站】882米（数据出自高德地图）；小区南1门右侧是公交车站，专5和专165公交车在此停靠；无论上班还是出行都非常方便。,https://bj.zu.ke.com/zufang/BJ2233203942723436544.html?h=BJ2233203942723436544&t=default&click_position=17,北京,朝阳,双井,苹果社区南区,https://bj.zu.ke.com/zufang/c1111027378713/,138.33,链家,0,0
48,95,整租,苹果社区北区 1室1厅,2019-03-15,BJ2212953218764242944,https://ke-image.ljcdn.com/rent-user-avatar/b75f13bc-e196-4241-9973-df0c4388edce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/3284eeba-316e-4262-9132-32fc2b36188b.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/4983e5d4-5248-405b-9c6e-3b61f1fae917.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/db434b07-97b9-4d07-bf94-08d65fb571ed.780x439.jpg""]",7100,"[""在线签约"", ""公寓"", ""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,65, 北,,,7个月,7个月,5,28,租用车位,民电,随时入住,随时可看,有,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 819], [""7号线,14号线东段"", ""九龙山"", 983]]","[{""成交日期"":""2019-05-03"",""居室"":""3室1厅1卫"",""面积"":""135㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-05-01"",""居室"":""1室0厅1卫"",""面积"":""59㎡"",""租赁方式"":""整租"",""出租价格"":""7000元\/月""},{""成交日期"":""2019-04-29"",""居室"":""2室1厅1卫"",""面积"":""77㎡"",""租赁方式"":""整租"",""出租价格"":""8500元\/月""}]",房子位于苹果北区，是正规的大开间，室内设施齐全房子干净整洁，看房随时,https://bj.zu.ke.com/zufang/BJ2212953218764242944.html?h=BJ2212953218764242944&t=default&click_position=15,北京,朝阳,双井,苹果社区北区,https://bj.zu.ke.com/zufang/c1111099581268/,109.23,德美地产 管家,0,0
49,97,整租,苹果社区北区 1室0厅,2018-12-20,BJ2151194211586670592,https://ke-image.ljcdn.com/rent-user-avatar/fd01257e-2f97-4441-9a6c-248d3a16e2b3,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/3bc0d4ff-cb7f-4533-9f7c-607fb475b6f8.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/40a4fd31-d982-4af2-a282-57842ad758ff.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/ca556caf-48e4-4c70-a8ff-4ca0e557ba40.780x439.jpg""]",7300,"[""公寓"", ""月租"", ""近地铁"", ""精装"", ""集中供暖"", ""押一付一""]",1室0厅1卫,59,北,,,30,360,21,21,租用车位,民电,2019-05-20,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,0,"[[""10号线"", ""双井"", 819], [""7号线,14号线东段"", ""九龙山"", 983]]","[{""成交日期"":""2019-05-03"",""居室"":""3室1厅1卫"",""面积"":""135㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-05-01"",""居室"":""1室0厅1卫"",""面积"":""59㎡"",""租赁方式"":""整租"",""出租价格"":""7000元\/月""},{""成交日期"":""2019-04-29"",""居室"":""2室1厅1卫"",""面积"":""77㎡"",""租赁方式"":""整租"",""出租价格"":""8500元\/月""}]","城家精选公寓（北京国贸店）位于国贸CBD商务中心、华贸商务中心，百子湾路苹果社区。
城家公寓是由华住酒店集团精心打造的民居公寓。主打1-12月“灵活”签约，满足月租和长租。
拥有多元化的“精装修欧式简约风”，同时具备提供“发票服务”给到各类商务人士及年轻受…",https://bj.zu.ke.com/zufang/BJ2151194211586670592.html?h=BJ2151194211586670592&t=default&click_position=20,北京,朝阳,双井,苹果社区北区,https://bj.zu.ke.com/zufang/c1111099581268/,123.73,城家精选公寓 管家,0,0
50,99,整租,双井 九龙花园 正规 南向一居室,2019-04-27,BJ2227240618885914624,https://ke-image.ljcdn.com/ehr-personnel/20180823162557337RRZ1KCVQ.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/6b888da9-7b42-4536-89dc-31d4c3ad61da.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/72a3440c-1c3d-4dd1-a9dc-64b8ec4aed31.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/369d6d76-8e2c-486e-b4b5-42841adedd53.jpg.780x439.jpg""]",6500,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,60,南 北,,,360,720,高楼层,22,暂无数据,民电,随时入住,暂无数据,有,民水,有,1,1,1,1,1,1,1,0,1,1,"[[""10号线"", ""双井"", 515], [""7号线,14号线东段"", ""九龙山"", 593]]","[{""成交日期"":""2019-04-25"",""居室"":""2室1厅1卫"",""面积"":""93㎡"",""租赁方式"":""整租"",""出租价格"":""7900元\/月""},{""成交日期"":""2019-04-01"",""居室"":""3室1厅1卫"",""面积"":""107㎡"",""租赁方式"":""整租"",""出租价格"":""11800元\/月""},{""成交日期"":""2019-03-13"",""居室"":""1室1厅1卫"",""面积"":""83㎡"",""租赁方式"":""整租"",""出租价格"":""8500元\/月""}]","【房源亮点】 1：南向高层采光好2：精装修家具家电齐全齐全3交通方便三线贯通4富力城广场、合生汇
【户型介绍】 房子是南向的一居室，高层，主卧客厅朝南卧室带一个大阳台，采光好
【装修描述】 房子业主从新收拾过，精装修，之前找设计师亲自设计的，房子目前状况保…",https://bj.zu.ke.com/zufang/BJ2227240618885914624.html?h=BJ2227240618885914624&t=default&click_position=6,北京,朝阳,双井,九龙花园,https://bj.zu.ke.com/zufang/c1111027377236/,108.33,链家,0,0
